id,alcoholic,drinkid,edited,favorite,issuggested,glass_id,information,instructions,name,notes
366,1,523,{null},{null},{null},18,One of the finest and oldest cocktails. The Manhattan was the first cocktail that used vermouth as a modifier.,"Combine the vermouth, whiskey, bitters and ice in a mixing glass. Stir gently, don't bruise the spirits and cloud the drink. Place the cherry in a chilled cocktail glass and strain the whiskey mixture over the cherry. Rub the cut edge of the orange peel over the rim of the glass and twist it over the drink to release the oils but don't drop it in.",Manhattan,{null}
367,1,452,{null},{null},{null},18,,"Start with the ice cubes. Pour rum and orange juice. Carefully add blue curacao, making sure it falls to the bottom. Layer pineapple vodka on top.",Jamaican Green Sunrise,{null}
368,1,755,{null},{null},{null},18,,"In a shaker half-filled with ice cubes, combine the rum, brandy, vermouth, lemon juice, and sugar. Shake well. Strain into a cocktail glass and garnish with the lemon twist.",Serpentine,{null}
369,1,405,{null},{null},{null},21,,,Hemingway Especial,{null}
370,1,477,{null},{null},{null},18,,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Kamikaze Cocktail,{null}
371,1,902,{null},{null},{null},18,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Widow's Kiss,{null}
372,1,852,{null},{null},{null},14,,"Pour ricard over ice cubes in an aperitif glass. Add grenadine, fill with water, and stir.",Tomate,{null}
373,1,856,{null},{null},{null},18,,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,Tuxedo Cocktail,{null}
374,1,641,{null},{null},{null},14,,,Pimm's Cup,{null}
375,1,188,{null},{null},{null},18,,"Basically, toss the Rum & Vodka together and stir gently. Next, pour in the orange juice . Shake well. Pour over ice.",Brass Monkey,{null}
376,1,758,{null},{null},{null},2,,"Shake all ingredients with ice, strain into a whiskey sour glass, and serve.",Sevilla Cocktail,{null}
377,1,575,{null},{null},{null},18,,Stir with ice and strain into a chilled cocktail glass. Add a twist of lemon.,Montgomery,{null}
378,1,461,{null},{null},{null},2,,"In a shaker half-filled with ice cubes, combine the Scotch, lemon juice, and sugar. Shake well. Strain into a collins glass alost filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Jock Collins,{null}
379,1,417,{null},{null},{null},10,,"Add the sugar, butter and cloves to a coffee mug. Pour the rum, and stir well. Fill with boiling water. Stir again, and serve.",Hot Buttered Rum,{null}
380,1,227,{null},{null},{null},19,,"Pour the gin, lemon juice and sugar in a cocktail shaker half-filled with ice cubes, and shake well. Strain into a champagne flute, add champagne, and serve.",Champagne Fizz,{null}
381,1,756,{null},{null},{null},18,,"Put a few cubes of ice inside glass. Pour shot of Seagram 7 into the glass, then Pour 7-UP into glass. Shake or stir briskly.",Seven and Seven,{null}
382,1,100,{null},{null},{null},12,,Put the liquor in the shot glass equally,Barracuda,{null}
383,1,63,{null},{null},{null},18,,Combine ingredients in a shaker 1/3 full of ice. Shake and strain into a chilled cocktail glass.,Apple Daiquiri,{null}
384,1,350,{null},{null},{null},2,,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Gin Sour,{null}
385,1,730,{null},{null},{null},2,,"First created in a shoemaker's restaurant in Washington, circa 1900. Named after Col. Jim Ricky, the customer for which a bartender created the first Gin Ricky.Shake the first three ingredients with ice and then strain into an ice filled glass. Top with soda water (approximately 3oz). Emerse a length of lemon peel around the edge of the glass as garnish.",Sapphire Ricky,{null}
386,1,210,{null},{null},{null},10,,Combine ingredients in a coffee mug. Top with whipped cream.,Cafe Marnier,{null}
387,1,277,{null},{null},{null},12,,Mix all three ingredients in a cocktail mixer with ice. Pour into shot glasses.,Death Bed,{null}
388,1,203,{null},{null},{null},18,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Bumbo,{null}
389,1,86,{null},{null},{null},7,,Blend with ice and serve with a cherry on top.,Baby Jane,{null}
390,0,427,{null},{null},{null},22,,,Iced Water,{null}
391,1,81,{null},{null},{null},12,,"Layer in order into a shot glass, so that the kahlua is at the bottom.",B-55,{null}
392,1,478,{null},{null},{null},18,Kangaroo is the original name for a Vodka Martini.,Stir with ice and strain into a chillled cocktail glass. Garnish with a lemon zest.,Kangaroo,{null}
393,1,366,{null},{null},{null},2,,,Grand Orange Collins,{null}
394,1,658,{null},{null},{null},9,"Origins of this drink are hotly disputed, but it first appeared in print in a 1908 edition of the New York Times.",Combine all ingrdients. Serve over ice in a collins glass. Garnish with lime wedge and maraschino cherry.,Planter's Punch,{null}
395,1,414,{null},{null},{null},18,,Mix ingredients pour into glass and enjoy.,Honey Bee,{null}
396,1,625,{null},{null},{null},2,,"Pour tequilla, vodka and kahlua over ice in a collins glass. Half-fill with coke, and top with Light Cream or milk. Stir gently with a straw, and serve.",Paralyzer,{null}
397,1,54,{null},{null},{null},2,,"Stir the whiskey, the bitters and the sugar in a collins glass until the sugar is dissolved. Fill up with champagne and garnish with a slice of peach.",Americana,{null}
398,1,16,{null},{null},{null},18,,,Absinthe Cocktail,{null}
399,1,135,{null},{null},{null},14,,"Pour the vodka, Tia Maria coffee liqueur, Southern Comfort and Coca-cola into a cocktail shaker half-filled with ice cubes. Shake well. Strain into a highball glass filled with ice cubes, and serve.",Black Ukrainian,{null}
400,1,684,{null},{null},{null},2,,Mix 1 part of each type of alcohol (1 shot or less of each) in a large glass. Top off with Fruit Punch. Serve with ice.,Roadrunner Punch,{null}
401,1,406,{null},{null},{null},14,,"This is a popular recipe from Key West, Florida, where it's rumoured to have been Ernest Hemingway's favorite drink. It is only properly made at Sloppy Joe's Bar, in Key West itself.Combine all ingredients with one cup of crushed ice in a cocktail shaker or blender for 30 seconds. Pour into a highball glass and serve with a lime wedge.",Hemingway Hammer,{null}
402,1,761,{null},{null},{null},14,,Shake all except orange juice with ice. Pour into a hiball glass filled with ice. Fill with orange juice.,Sex on the Grass,{null}
403,1,675,{null},{null},{null},12,,Inventory  - Steve Skowronski\,Red Headed Stepchild,{null}
404,1,437,{null},{null},{null},17,,Pour liqueurs into a irish coffe cup. Fill with good quality Hot Chocolate. Add plenty of Whipped Cream.,Irish Monk,{null}
405,1,388,{null},{null},{null},18,,"Put into mixing glass all of above. Mix well, pour into cocktail glass.",Gun Barrel,{null}
406,1,467,{null},{null},{null},18,,Shake and strain into a cocktail glass. Garnish with a slice of pineapple and a cherry. Serve.,Juliet,{null}
407,1,322,{null},{null},{null},15,,"Pour both ingredients over cracked ice in an old-fashioned glass. Stir well, and serve.",Fraser,{null}
408,1,910,{null},{null},{null},14,,"Rub inside of glass with lemon juice, then sprinkle with sugar. Freeze glass to achieve a frosted affect. Shake together the other ingrediants. Pour into frosted glass and enjoy!",Wolfsbane,{null}
409,1,152,{null},{null},{null},2,,"Fill collins glass with ice, add vodka, worcestershire, tabasco, horseradish, and celery salt. Fill with tomato juice. Shake well and garnish with celery stalk, lemon and lime wedges. Salt & pepper to taste.",Bloody Morning,{null}
410,1,661,{null},{null},{null},12,,"build contents into a shot glass guaranteed night-ender for 21st birthday outings! (invented @ 901 Club, Los Angeles)",Pollyanna,{null}
411,1,443,{null},{null},{null},2,,Fill a collins glass with ice and dump it into a cocktail shaker. Add ingredients and shake well. Pour contents of shaker into collins glass. Garnish with an orange slice.,Jack Gin,{null}
412,1,643,{null},{null},{null},14,,,Pimm's Royal,{null}
413,1,600,{null},{null},{null},2,,Stir ingredients together in a collins glass filled with ice cubes. Top with a cherry and serve.,Ocean Breeze,{null}
414,1,374,{null},{null},{null},14,,"Heather Drobnoek made and named this drink after her best cover band in Pennsylvania to use as a drink special when the band plays.Pour the vodka and Irish cream into a cocktail shaker half-filled with ice cubes. Add the milk and green creme de menthe. Shake well, pour into a highball glass half-filled with ice cubes, and serve.",Green Eggs,{null}
415,1,154,{null},{null},{null},14,,"Add orange juice, vodka and peach schnapps in a glass with ice. Add splashes of grenadine.",Bloody Navel,{null}
416,1,482,{null},{null},{null},18,,Shake ingredients in a mixing glass with ice. Stir and strain into a cocktail glass.,King James II,{null}
417,1,506,{null},{null},{null},14,,,Long Island Iced Tea,{null}
418,1,171,{null},{null},{null},14,,"Pour bourbon into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon peel and serve. (Ginger ale may be substituted for carbonated water, if preferred.)",Bourbon Highball,{null}
419,1,217,{null},{null},{null},14,,,California Iced Tea,{null}
420,1,429,{null},{null},{null},17,,"Combine whiskey, sugar and coffee in mug and stir to dissolve. Float cold cream gently on top. Do not mix.",Irish Coffee,{null}
421,1,174,{null},{null},{null},2,,"Pour the bourbon whiskey, sloe gin and lemon juice over cracked ice in a chilled collins glass. Stir gently. Add 3 ice cubes, and fill with soda/sparkling water. Garnish with a maraschino cherry and a slice of lemon, and serve.",Bourbon Sloe Gin Fizz,{null}
422,1,119,{null},{null},{null},14,,"Pour the vodka, Jack Daniel's Country Cocktails (Downhome Punch flavor), Lemon-Lime Cola, and sweetened lime juice into a highball glass half-filled with ice cubes. Stir well. Pour grenadine around the side of the glass for effect, and serve.",Big Johnson,{null}
423,1,244,{null},{null},{null},20,,"Blend vodka, pineapple juice, and cream of coconut with one cup ice in an electric blender at a high speed. Pour into a red wine glass, decorate with the slice of pineapple and the cherry, and serve.",Chi-Chi,{null}
424,1,751,{null},{null},{null},18,,"Invented by \Killer K.\"" This drink is best with pepper-infused vodka. I grew some hot (and I mean HOT) peppers last year",Secret Soviet,{null}
425,1,687,{null},{null},{null},15,,Mix the indegrients in a glass and stir. Add ice cubes.,Rob Love,{null}
426,1,654,{null},{null},{null},2,,Mix everything together.,Plain Jane Screw,{null}
427,1,103,{null},{null},{null},23,,Blend with 1 cup of ice until smooth and pour into a wine glass.,Batida Abaci,{null}
428,1,44,{null},{null},{null},21,,"Add all ingredients to a cocktail shaker half-filled with ice cubes. Shake vigorously, pour over ice in a highball glass, and serve.",Amaretto Sour,{null}
429,1,729,{null},{null},{null},1,,,Sangria,{null}
430,1,212,{null},{null},{null},18,,"Pour the sambuca, coffee liqueur and cream into a cocktail shaker half-filled with ice cubes. Shake well, strain into a cocktail glass, and serve.",Cafe Romano,{null}
431,1,749,{null},{null},{null},18,,\The Screwy Ruby is a magical combination!  Not a single dissatisfied customer yet and after they've had one,Screwy Ruby,{null}
432,1,895,{null},{null},{null},9,,"Pour coconut rum, ameretto, and equal parts pineapple juice/sweet and sour into mixing tin with ice.  Shake.  Strain into pre-iced hurricane glass.  Float hpnotiq.  Garnish with 2 Lime Wedges and a pineapple cube.  serve.",White Sandy Beach,{null}
433,1,584,{null},{null},{null},18,One of the finest and oldest cocktails. The Manhattan was the first cocktail that used vermouth as a modifier.,"Combine the vermouth, whiskey, bitters and ice in a mixing glass. Stir gently, don't bruise the spirits and cloud the drink. Place the cherry in a chilled cocktail glass and strain the whiskey mixture over the cherry. Rub the cut edge of the orange peel over the rim of the glass and twist it over the drink to release the oils but don't drop it in.",Narragansett,{null}
434,1,17,{null},{null},{null},19,,Stir ingredients and pour over crushed ice in a deep-saucer champagne glass. Add orange slice.,Absinthe Curacao Frappe,{null}
435,1,714,{null},{null},{null},14,,"Pour whiskey into a glass with ice. Add dr. pepper, stir, and serve.",Rye and Pepper,{null}
436,1,764,{null},{null},{null},2,,,Sherron Collins,{null}
437,1,524,{null},{null},{null},18,,Shake ingredients with ice; strain into a cocktail glass.,Maraca,{null}
438,1,799,{null},{null},{null},18,,"Shake ingredients with ice, strain into a cocktail glass, and serve.",Stinger,{null}
439,1,605,{null},{null},{null},18,,"Pour the gin, Lillet, orange bitters and creme de noyaux into a mixing glass half-filled with ice cubes. Stir well, and strain into a cocktail glass. Garnish with a twist of orange peel, and serve.",Old Etonian,{null}
440,1,631,{null},{null},{null},18,,"Shake well over ice cubes in a shaker, and strain into a chilled cocktail glass.",Park Lane,{null}
441,1,409,{null},{null},{null},5,,"Pour the tequila, Grand Marnier, Drambuie and sour mix (to taste) into a cocktail shaker half-filled with ice cubes. Shake well. Pour into a salt-rimmed margarita glass, garnish with a slice of lime, and serve.",Highland Margarita,{null}
442,1,347,{null},{null},{null},14,,pour Seagram's Lime-Twisted gin over ice and fill with Tonic Water. Garnish with a slice of lime.,Gin Limey,{null}
443,1,468,{null},{null},{null},14,,Mix everything except orange juice Shake well and add with Orange Juice Enjoy,Jungle Juice,{null}
444,1,858,{null},{null},{null},14,,"Prepare your highball or other type glass by loading it half full of ice (at least 1/2 a cup). Crushed is best since it chills the drink quickly and lightens the taste. Build the ingredients with the alcohol first (except the dark rum) and then the juice and syrups. Stir all the ingredients with a straw (except dark rum). Slowly pour the dark rum on the surface in order to float it on the rest of the drink. As you consume the drink with a straw, the dark rum trickles down and gives a cool appearance.",Ultimate Mai Tai,{null}
445,1,832,{null},{null},{null},18,,"Invented by Mr. Morgan on his honeymoon in the Caribbean. Mr. Morgan combined his two favorties, margarita on the rocks and tequila sunrise, into one delicious drink. This versitle drink combines many great flavors and allows the drinker to drift into a worry free state fit for the Caribbean.Combine ingredients and give a brisk shake. Poor over ice and enjoy.",Tequila Sunburn,{null}
446,1,323,{null},{null},{null},14,,"Pour the tequila and orange juice into a highball glass almost filled with ice cubes. Pouring slowly and carefully over the back of a teaspoon, float the Galliano on top of the drink.",Freddy Fudpucker,{null}
447,1,98,{null},{null},{null},18,,"Shake rum, creme de banana, cream, and grenadine with crushed ice and strain into a cocktail glass. Decorate with the banana slice, sprinkle nutmeg on top, and serve.",Banana Cow,{null}
448,1,74,{null},{null},{null},18,,"Pour both the Remy Martin cognac and Zima into a cocktail shaker half-filled with ice cubes. Shake gently, strain into a highball glass, and serve.",Autumn In New York,{null}
449,1,481,{null},{null},{null},9,,"Combine the coffee liqueur, light rum, coconut cream, milk and banana in a blender with half a cup of crushed ice. Blend until smooth. Pour into a hurricane glass, garnish with a slice of banana and serve.",King Burro,{null}
450,1,127,{null},{null},{null},12,,"Pour all ingredients over ice in a shaker, strain into shot glass. Drink while cold!",Black Cherry Shot,{null}
451,1,504,{null},{null},{null},14,,,Long Beach Iced Tea,{null}
452,1,732,{null},{null},{null},14,,mix all ingredients in glass and enjoy!!,Satin Angel,{null}
453,1,805,{null},{null},{null},18,,"Make sure all ingredients are cold! Serve shaken, straight up with a twist.",Summer Martini,{null}
454,1,809,{null},{null},{null},14,,Combine all the ingredients in a tall glass over ice.,Sun Of A Beach,{null}
455,1,566,{null},{null},{null},15,,"In a rocks glass pour vodka, the Kahlua and then the tonic water. Serve with a straw.",Mind Eraser,{null}
456,1,261,{null},{null},{null},14,,"Stir ingredients together in a highball glass filled with ice cubes, and serve.",Crime Loyal,{null}
457,1,849,{null},{null},{null},22,,"Beat egg whites stiff with electric beator, Add sugar gradually, add cinnamon, nutmeg and vanille, add in half of the eggs yolks blend until smooth. In Large mug fill with 1/2 batter 2 shots of 60% rum and 40% brandy (mixture) balance with boiling hot water. Stir well and sprinkle with nutmeg.",Tom and Jerry,{null}
458,1,263,{null},{null},{null},18,,"Stir and strain into a cocktail glass. Add the soda, garnish with two cherries on a stick, and serve.",Crimean Cocktail,{null}
459,1,195,{null},{null},{null},14,,"Pour the tequila and grenadine into a highball glass. Add advocaat, but don't mix properly. Dilute to desired strength with lemonade, and serve.",Broken Nose,{null}
460,1,474,{null},{null},{null},2,,Shake everything with ice. Strain into a Collins glass filled with ice.,Kahlua Mudslide,{null}
461,1,717,{null},{null},{null},12,,"Drink this just like a shot of tequila. Mix the cognac and cointreau together in the shot glass. Lick between your thumb and forefinger and sprinkle sugar on it. Then lick the sugar, drink the shot, and suck on the lemon wedge when you're done.",S.O.B.,{null}
462,1,79,{null},{null},{null},12,,"Layer the Kahlua, Sambucca and Grand Marnier into a shot glas in that order. Better than B-52",B-53,{null}
463,1,456,{null},{null},{null},18,,"Combine equal parts of each ingredient in a cocktail glass. Stir, and serve.",Japanese Slipper,{null}
464,1,901,{null},{null},{null},12,,Shake & strain,White Witch,{null}
465,1,686,{null},{null},{null},18,,"Pour Licor 43 over ice in a cocktail shaker. Stir, add 42 Below vodka, and shake firmly until cold settles in. Pour double strained through a tea strainer into a martini cocktail glass (should be a smokey colour, the colour of white horses on a stormy sea). Garnish with a floated twist of dried vanilla bean, and serve.",Roaring 40's,{null}
466,1,177,{null},{null},{null},18,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",Brainstorm,{null}
467,1,561,{null},{null},{null},14,,Shake liquor and milk with cracked ice and strain into a chilled highball glass. Sprinkle nutmeg on top,Milk Punch,{null}
468,1,191,{null},{null},{null},18,,Shake well and strain into a cocktail glass. Sprinkle with nutmeg.,Breakfast,{null}
469,1,599,{null},{null},{null},15,,"In a shaker half-filled with ice cubes, combine the gin, orange juice, grapefruit juice, and bitters. Shake well. Strain into an old-fashioned glass almost filled with the cubes. Garnish with the lemon twist and the cherry.",Oaxaca Jim,{null}
470,1,284,{null},{null},{null},1,,Mix rum and heavy whipping cream in a 2 quart pitcher until frothy. Add orange juice to top of pitcher. Stir lightly. Pour into old fashioned glasses.,Discordia,{null}
471,1,206,{null},{null},{null},18,,Shake ingredients with ice and strain into a cocktail glass.,Cabo,{null}
472,1,733,{null},{null},{null},15,,"Combine kahlua, Irish cream, and chocolate liqueur over ice. Add milk to fill the glass.",Satin Sheets,{null}
473,1,533,{null},{null},{null},9,,Pour ingredients over ice. Mix well in glass and serve.,Medinah,{null}
474,1,155,{null},{null},{null},2,,"Mix Cointreau, rum, vodka, and peach schnapps in a glass filled with ice cubes, and fill with orange juice, leaving enough room to top with grenadine.",Bloody Navel Screw,{null}
475,1,387,{null},{null},{null},12,,Very easy. Fill shot glass about 4/5 of the way with Butterscotch schnapps. Float a layer of Bailey's Irish Cream on schnapps. Float a layer of Aftershock on the Bailey's.,Guillotine,{null}
476,1,794,{null},{null},{null},12,,"Pour Bacardi 151 in the shot glass first, then pour Rumplminze on top, do not mix.",Sparkplug,{null}
477,1,259,{null},{null},{null},18,,"Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well, strain into a cocktail glass, and serve.",Creme de Gin,{null}
478,1,624,{null},{null},{null},14,,Pour in vodka & rum. Follow with pineapple juice. Top off with cranberry. stir and enjoy! Try Dole's pineapple-banana juice for a great variation.,Paradise Bliss,{null}
479,1,870,{null},{null},{null},14,,Pour vodka over ice. Add 1/2 club soda and 1/2 tonic to taste. Garnish with a wedge of lime.,Vodka Sonic,{null}
480,1,867,{null},{null},{null},18,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",Vodka Grasshopper,{null}
481,1,716,{null},{null},{null},12,,Mix in a shot glass.,Rythym & Blues,{null}
482,1,404,{null},{null},{null},2,,"Combine all ingredients together in a cocktail shaker half-filled with ice cubes. Shake and strain into an ice-filled collins glass. Garnish with pineapple spear, maraschino cherry and mint sprig. Serve.",Hawaiian Mai Tai,{null}
483,1,922,{null},{null},{null},21,,,Gin Fix,{null}
484,1,663,{null},{null},{null},23,,"Shake with ice and strain into a wine glass. Garnish with nutmeg, and serve.",Port Flip,{null}
485,1,425,{null},{null},{null},9,,Build over ice in a hurricane glass and shake.,Hurricane Patty,{null}
486,1,578,{null},{null},{null},18,,,Morning Glory,{null}
487,1,60,{null},{null},{null},23,,"Peel and slice the banana; add to blender. Add vodka, lime juice and honey (or substitute almond syrup). Add cracked ice, and blend on medium speed for 15 seconds. Pour into a chilled white wine glass, garnish with a slice of lime, and serve.",Anna's Banana,{null}
488,1,753,{null},{null},{null},14,,"Mix liquor, juice, and grenadine. Shake well. Strain into ice filled highball glass.",Serial Killer,{null}
489,1,493,{null},{null},{null},18,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",Kiss in the Dark,{null}
490,1,157,{null},{null},{null},2,,Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well and strain into a collins glass over ice cubes. Garnish with an orange slice if desired.,Bloody Sharkbite,{null}
491,1,239,{null},{null},{null},18,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Chelsea Hotel,{null}
492,1,638,{null},{null},{null},2,,,Phil Collins,{null}
493,1,163,{null},{null},{null},6,,Mix amaretto and grand marnier in a brandy snifter or glass. Add hot tea to taste.,Blueberry Tea,{null}
494,1,553,{null},{null},{null},14,,Pour over ice.,Midori Green Russian,{null}
495,1,337,{null},{null},{null},18,,Stir gin and vermouth over ice cubes in a mixing glass. Strain into a cocktail glass. Add the cocktail onions and serve.,Gibson Martini,{null}
496,1,899,{null},{null},{null},7,,"\Many things Russian are actually a slightly watered down version of something cooler in Ukrainian (anyone who tells you differently is buying into years of communist propoganda).  So clearly a White Russian is just a watered down version of the real drink which has been kept hidden behind the iron curtain for far too long.\"". Thanks to Anna Lawrence.Pour all alcohol directly into glass (over ice",White Ukrainian,{null}
497,1,407,{null},{null},{null},18,,,Hennessy Twist,{null}
498,1,820,{null},{null},{null},14,,,Tennessee Iced Tea,{null}
499,1,36,{null},{null},{null},15,,Shake and strain into an old-fashioned glass filled with cracked/broken ice. Add a maraschino cherry.,Albert 2000,{null}
500,1,258,{null},{null},{null},15,,"Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well, strain into an old-fashioned glass, and serve.",Creme de Cafe,{null}
501,1,565,{null},{null},{null},19,Named after the yellow flowers of the Mimosa tree.,"Pour orange juice into a collins glass over two ice cubes. Fill with chilled champagne, stir very gently, and serve.",Mimosa,{null}
502,1,21,{null},{null},{null},15,,Shake all ingredients together and strain over ice into a old fashioned/rock glass. Garnish with lemon and anis star.,Absinthe Sour,{null}
503,1,266,{null},{null},{null},18,,"Shake ingredients together with cracked ice in a cocktail shaker. Strain into a chilled cocktail glass. Garnish with a lime twist, and serve.",Crimson Martini,{null}
504,1,336,{null},{null},{null},15,,"Stir ingredients together over ice in a short glass, and serve.",Ghetto Margarita,{null}
505,1,101,{null},{null},{null},7,,"Mix ingredients in a shaker, shake until foamy, pour into mug. Should come out foamy, like rootbeer!",Bartender's Rootbeer,{null}
506,1,318,{null},{null},{null},15,,Shake everything with ice; strain into an old-fashioned glass.,Foxhound,{null}
507,1,200,{null},{null},{null},18,,"Pour the spiced rum, creme de cacao, creme de bananes and half-and-half into a cocktail shaker half-filled with ice cubes. Shake well, and strain into a chilled cocktail glass. Garnish with a dusting of nutmeg, and serve.",Buddha's Banshee,{null}
508,1,454,{null},{null},{null},14,,"Shake the Tia Maria and Malibu in a cocktail shaker with crushed ice. Strain into a highball glass filled with ice cubes, top with Lemon-Lime Cola, and serve.",Jamaican Rumshaker,{null}
509,1,38,{null},{null},{null},18,"It was named after the famous Algonquin hotel in New York City although when exactly it was created is unclear. The hotel, built in 1902, was known as a ""dry"" hotel even before Prohibition.","Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.",Algonquin,{null}
510,1,874,{null},{null},{null},2,,"Add the lime juice, sugar, vodka and bitters to a cocktail shaker half-filled with ice cubes, and shake well. Almost fill a collins glass with crushed ice and stir until the glass is frosted. Strain the mixture from the shaker into the glass, and add club soda. Serve with a swizzle stick.",Vodka Swizzle,{null}
511,1,704,{null},{null},{null},2,,"In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Rum Sour,{null}
512,1,282,{null},{null},{null},15,,"Pour ingredients into an old-fashioned glass filled with ice cubes, stir well, and serve.",Dirty Mother,{null}
513,1,619,{null},{null},{null},15,,"Stir the gin, vermouths and creme de cacao together in an old-fashioned glass half-filled with ice cubes, and serve.",Pall Mall,{null}
514,1,604,{null},{null},{null},18,,"Pour the vodka, madeira wine and cherry brandy into a mixing glass half-filled with cracked ice. Stir well, and strain into a chilled cocktail glass. Garnish with an orange twist, and serve.",Old Country Martini,{null}
515,1,587,{null},{null},{null},15,Believed to have been named for Count Cammillo Negroni when he ordered an Americano with gin.,Stir over ice and pour into a rocks glass. Garnish with a lemon zest.,Negroni,{null}
516,1,306,{null},{null},{null},18,,"Muddle the pineapple pieces and cointreau in the bottom of a mixing glass. Add vodka and pineapple juice and stir. Strain into a chilled cocktail glass and top with champagne. Garnish with a cherry, and serve.",Flirtini,{null}
517,1,68,{null},{null},{null},18,,"Place sugar at bottom of a cocktail glass, and grind the lime slices down. Add cranberry vodka and carbonated water, and mix thoroughly with a spoon. Add a couple ice cubes and garnish with a slice of lemon.",Arctic Red,{null}
518,1,448,{null},{null},{null},2,,,Jallu Collins,{null}
519,1,813,{null},{null},{null},14,,"Mix liqueur, vodka and orange juice in a highball glass. Add some ice and fill the glass with Ginger Ale (or Sprite if you don't have Ginger Ale). Decorate with a slice of orange.",Sunrise,{null}
520,1,788,{null},{null},{null},2,,"Pour vodka, baja rosa and Malibu into a whiskey sour glass. Stir, top with fruit punch, and serve.",Soviet Holiday,{null}
521,1,649,{null},{null},{null},14,,Combine over ice in a highball glass and stir.,Pirate's Punch,{null}
522,1,562,{null},{null},{null},2,,"Shake. Garnish with cut apple, lemon, pineapple-leaves.",Milky Way,{null}
523,1,868,{null},{null},{null},14,,,Vodka Greyhound,{null}
524,1,340,{null},{null},{null},18,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Gin And Sin,{null}
525,1,39,{null},{null},{null},15,,Just mix the three ingredients one to one to one,Alice in Wonderland,{null}
526,1,207,{null},{null},{null},14,,"Pour the Malibu coconut rum and Kahlua coffee liqueur into a highball glass filled with ice cubes. Fill with orange juice, garnish with a cherry, and serve.",Cabo Beach Party,{null}
527,1,257,{null},{null},{null},2,,"Pour all ingredients into a collins glass over ice cubes, stir, and serve.",Creamsicle,{null}
528,1,797,{null},{null},{null},12,,"Pour both ingredients into a shot glass, and serve.",Spy Catcher,{null}
529,1,458,{null},{null},{null},18,,Mix together in glass.,Jealous Queen,{null}
530,1,845,{null},{null},{null},2,,Mix all ingredients over ice stir and serve with a cherry,Toasted Fisherman,{null}
531,1,667,{null},{null},{null},14,,Pour blended whiskey into a highball glass filled with ice cubes. Fill with equal parts of cola and ginger ale and stir well. Add the slice of lemon and serve.,Presbyterian,{null}
532,1,871,{null},{null},{null},21,,"Shake well over ice cubes in a shaker, and strain into a whiskey sour glass. Garnish with a stemmed cherry, and serve.",Vodka Sour,{null}
533,1,800,{null},{null},{null},14,,Fill a highball glass with ice cubes. Add whiskey and bitters and fill with apple cider. Both Bourbon and Scotch can be used.,Stone Fence,{null}
534,1,335,{null},{null},{null},16,,Combine ingredients in a shot glass.,German Thug,{null}
535,1,142,{null},{null},{null},18,,"Pour the vodka, Tia Maria coffee liqueur and orange juice into a cocktail shaker. Shake well, strain into a cocktail glass, and serve.",Blenheim,{null}
536,1,514,{null},{null},{null},2,,Throw a few rocks into a collins glass. Squeeze in a segment of lime (about 1/2 oz). Pour the Gin into the glass and add the cranberry juice. Top up with orange juice and throw in the other segment of lime. Pain free and delicious.,Mackenzie,{null}
537,1,70,{null},{null},{null},18,,Shake lillet and cointreau with ice. Strain into cocktail glass. Add splash of vermouth for color.,Ash Blonde,{null}
538,1,29,{null},{null},{null},12,,Pour both ingredients and let them mix somewhat. (You can stir it to help it out),Afterburner,{null}
539,1,213,{null},{null},{null},10,,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",Cafe Savoy,{null}
540,1,918,{null},{null},{null},15,,,Gemini,{null}
541,1,114,{null},{null},{null},2,,"Combine ingredients in a collins glass. Stir, and serve.",Berry Bananza,{null}
542,1,509,{null},{null},{null},2,,"Pour the Stoli Ohranj (orange vodka) into a collins glass filled with ice cubes. Add the Cointreau, orange juice and cranberry juice. Top off with club soda, and serve.",Luscious Lou,{null}
543,1,324,{null},{null},{null},19,,"Shake all ingredients (except champagne) well over ice cubes in a shaker. Strain into a champagne flute, slowly fill with champagne, and serve.",French 68,{null}
